lat,long,city,state,country,suburb
22.783,-102.567,Guadalupe,Zacatecas,Mexico,
22.254,-100.931,San Luis Potosí,San Luis Potosí,Mexico,
22.0,-98.767,Ciudad Valles,San Luis Potosí,Mexico,
22.2,-97.85,Tampico,Tamaulipas,Mexico,
21.483,-104.883,Tepic,Nayarit,Mexico,
21.705,-102.318,Aguascalientes,Aguascalientes,Mexico,
21.35,-101.917,Lagos de Moreno,Jalisco,Mexico,
21.0,-101.283,Guanajuato,Guanajuato,Mexico,
21.933,-99.983,Rioverde,San Luis Potosí,Mexico,
21.317,-98.817,Tamazunchale,San Luis Potosí,Mexico,
21.283,-89.65,Mérida,Yucatán,Mexico,
20.72,-103.38,Guadalajara,Jalisco,Mexico,
20.617,-100.186,Querétaro,Querétaro,Mexico,
20.133,-98.75,Pachuca,Hidalgo,Mexico,
20.083,-98.367,Tulancingo,Hidalgo,Mexico,
20.95,-97.4,Túxpam de Rodríguez Cano,Veracruz,Mexico,
20.983,-89.65,Kanasín,Yucatán,Mexico,
20.683,-88.2,Valladolid,Yucatán,Mexico,
19.05,-104.317,Manzanillo,Colima,Mexico,
19.717,-103.467,Sayula,Jalisco,Mexico,
19.277,-103.577,Colima,Colima,Mexico,
20.0,-102.28,Zamora,Michoacán de Ocampo,Mexico,
19.7,-101.183,Morelia,Michoacán de Ocampo,Mexico,
19.283,-99.7,Toluca,México,Mexico,
19.4,-99.183,Mexico City,Ciudad de México,Mexico,
19.317,-99.183,Ciudad Nezahualcóyotl,México,Mexico,
19.317,-98.233,Cholula de Rivadabia,Puebla,Mexico,
19.158,-98.371,San Martin Texmelucan de Labastida,Puebla,Mexico,
19.55,-96.917,Xalapa,Veracruz,Mexico,
19.15,-96.117,Veracruz,Veracruz,Mexico,
19.817,-90.5,Campeche,Campeche,Mexico,
19.567,-88.05,Felipe Carrillo Puerto,Quintana Roo,Mexico,
18.883,-99.233,Cuernavaca,Morelos,Mexico,
18.85,-97.1,Córdoba,Veracruz,Mexico,
18.133,-94.417,Coatzacoalcos,Veracruz,Mexico,
17.983,-92.933,Villahermosa,Tabasco,Mexico,
18.505,-88.327,Chetumal,Quintana Roo,Mexico,
17.55,-99.5,Chilpancingo,Guerrero,Mexico,
17.8,-97.767,Ciudad de Huajuapam de León,Oaxaca,Mexico,
17.05,-96.717,Oaxaca,Oaxaca,Mexico,
16.833,-99.933,Acapulco de Juárez,Guerrero,Mexico,
16.167,-95.2,Salina Cruz,Oaxaca,Mexico,
16.77,-93.341,Tuxtla,Chiapas,Mexico,
16.75,-92.633,San Cristóbal,Chiapas,Mexico,
16.25,-92.133,Comitán,Chiapas,Mexico,
15.683,-96.483,Santa María Tonameca,Oaxaca,Mexico,
14.917,-92.25,Tapachula,Chiapas,Mexico,
4.217,100.7,Ipoh,Perak,Malaysia,
3.62,103.22,Kuantan,Pahang,Malaysia,
1.483,110.333,Kuching,Sarawak,Malaysia,
3.2,113.033,Bintulu,Sarawak,Malaysia,
5.3,115.25,Labuan,Labuan,Malaysia,
5.9,118.067,Sandakan,Sabah,Malaysia,
5.297,100.277,Butterworth,Pulau Pinang,Malaysia,
6.167,102.293,Kota Bharu,Kelantan,Malaysia,
3.131,101.549,Kuala Lumpur,Kuala Lumpur,Malaysia,
2.746,101.71,Seremban,Negeri Sembilan,Malaysia,
2.263,102.252,Melaka,Melaka,Malaysia,
2.45,103.833,Mersing,Johor,Malaysia,
2.262,111.985,Sibu,Sarawak,Malaysia,
4.322,113.987,Miri,Sarawak,Malaysia,
5.937,116.051,Kota Kinabalu,Sabah,Malaysia,
4.313,118.122,Tawau,Sabah,Malaysia,
-12.983,40.533,Pemba,Cabo Delgado,Mozambique,
-13.3,35.233,Lichinga,Niassa,Mozambique,
-15.1,39.283,Nampula,Nampula,Mozambique,
-16.183,33.583,Tete,Tete,Mozambique,
-17.883,36.883,Quelimane,Zambézia,Mozambique,
-19.117,33.467,Chimoio,Manica,Mozambique,
-19.8,34.9,Beira,Sofala,Mozambique,
-23.867,35.383,Maxixe,Inhambane,Mozambique,
-25.05,33.633,Xai-Xai,Gaza,Mozambique,
-11.362,40.355,Mocímboa da Praia,Cabo Delgado,Mozambique,
-13.133,39.033,Montepuez,Cabo Delgado,Mozambique,
-14.817,36.533,Cuamba,Niassa,Mozambique,
-15.033,40.672,Ilha de Moçambique,Nampula,Mozambique,
-16.217,39.9,António Enes,Nampula,Mozambique,
-22.018,35.313,Vilankulo,Inhambane,Mozambique,
-24.05,34.05,,,,
-24.483,32.083,Mapulanguene,Maputo Province,Mozambique,
-25.921,32.573,Maputo,Maputo,Mozambique,
-26.283,32.183,Namaacha,Maputo,Mozambique,
-20.567,164.283,Koumac,North Province,France,
-19.083,-169.933,Alofi,,Niue,
-29.042,167.939,Kingston,,Norfolk Island,
14.22,1.45,Tillabéri,Tillabéri,Niger,
14.25,13.12,Nguigmi,Diffa,Niger,
13.5,2.13,Niamey,Niamey,Niger,
13.8,5.25,Birnin Konni,Tahoua,Niger,
13.47,7.08,Maradi,Maradi,Niger,
13.8,9.0,Zinder,Zinder,Niger,
18.683,12.917,Bilma,Agadez Region,Niger,
16.967,7.967,Agadez,Agadez,Niger,
14.9,5.25,Tahoua,Tahoua,Niger,
13.233,11.983,Ambouram Abakaram,Diffa Region,Niger,
13.983,10.3,Gouré,Zinder,Niger,
13.033,3.3,Dosso,Dosso,Niger,
13.373,12.627,Diffa,Diffa,Niger,
12.983,8.933,Zango,Katsina,Nigeria,
11.883,3.45,Gaya,Dosso,Niger,
-15.517,167.217,Luganville,Sanma,Vanuatu,
-20.233,169.767,Antap,Tafea,Vanuatu,
-13.85,167.55,Sola,Torba,Vanuatu,
-16.417,167.8,Lakatoro,Malampa,Vanuatu,
-17.699,168.32,Port-Vila,Shefa,Vanuatu,
-19.455,169.224,Isangel,Tafea,Vanuatu,
12.048,8.525,Kano,Kano,Nigeria,
8.44,4.494,Ilorin,Kwara,Nigeria,
9.617,6.533,Minna,Niger,Nigeria,
9.64,8.869,Jos,Plateau,Nigeria,
6.577,3.321,Lagos,Lagos,Nigeria,
5.015,6.95,Port Harcourt,Rivers,Nigeria,
7.704,8.614,Makurdi,Benue,Nigeria,
53.367,5.217,Harlingen,Fryslân,Netherlands,
53.183,6.6,Groningen,Groningen,Netherlands,
52.883,7.067,Assen,Drenthe,Netherlands,
52.65,5.067,Zaanstad,Noord-Holland,Netherlands,
52.4,6.05,Zwolle,Overijssel,Netherlands,
52.317,4.7,Amsterdam,Noord-Holland,Netherlands,
51.983,6.7,Wesel,North Rhine-Westphalia,Germany,
51.683,3.867,Spijkenisse,Zuid-Holland,Netherlands,
51.217,3.867,Gent,Flanders,Belgium,
51.567,4.533,Breda,Noord-Brabant,Netherlands,
51.183,5.967,Viersen,North Rhine-Westphalia,Germany,
52.767,4.65,Purmerend,Noord-Holland,Netherlands,
53.167,4.867,Den Helder,Noord-Holland,Netherlands,
53.1,4.767,Wieringerwerf,Noord-Holland,Netherlands,
53.067,5.417,Leeuwarden,Fryslân,Netherlands,
53.283,5.667,Sneek,Fryslân,Netherlands,
52.967,6.35,Hoogeveen,Drenthe,Netherlands,
53.067,6.0,Oosterend,Fryslân,Netherlands,
53.183,5.983,Heerenveen,Fryslân,Netherlands,
53.383,5.983,Zuidhorn,Groningen,Netherlands,
53.317,6.933,Tynaarlo,Drenthe,Netherlands,
53.4,6.567,Scheemda,Groningen,Netherlands,
53.333,6.3,Veenoord,Fryslân,Netherlands,
53.0,6.733,Winschoten,Groningen,Netherlands,
53.033,7.117,Haren,Lower Saxony,Germany,
53.15,6.433,Beilen,Drenthe,Netherlands,
53.35,6.75,Winsum,Groningen,Netherlands,
52.7,5.3,Almere,Flevoland,Netherlands,
52.383,4.967,Utrecht,Utrecht,Netherlands,
52.867,4.833,Heerhugowaard,Noord-Holland,Netherlands,
52.35,4.517,Haarlem,Noord-Holland,Netherlands,
52.483,4.8,Hilversum,Noord-Holland,Netherlands,
52.783,5.1,Lelystad,Flevoland,Netherlands,
52.917,5.033,Medemblik,Noord-Holland,Netherlands,
52.467,5.1,Zaandam,Noord-Holland,Netherlands,
52.717,6.467,Hellendoorn,Overijssel,Netherlands,
52.567,5.95,Apeldoorn,Gelderland,Netherlands,
52.9,6.7,Odoorn,Drenthe,Netherlands,
52.8,6.733,Ommen,Overijssel,Netherlands,
52.667,5.633,Kampen,Overijssel,Netherlands,
52.717,5.783,Dronten,Flevoland,Netherlands,
52.767,7.0,Haselünne,Lower Saxony,Germany,
52.433,5.833,Deventer,Overijssel,Netherlands,
52.6,6.45,Rijssen,Overijssel,Netherlands,
52.833,5.717,Steenwijk,Overijssel,Netherlands,
52.583,5.65,Harderwijk,Gelderland,Netherlands,
51.933,4.817,Rotterdam,Zuid-Holland,Netherlands,
52.217,4.617,Alphen aan den Rijn,Zuid-Holland,Netherlands,
51.733,4.417,The Hague,Zuid-Holland,Netherlands,
51.917,4.1,Delft,Zuid-Holland,Netherlands,
51.75,4.083,Roosendaal,Noord-Brabant,Netherlands,
51.85,4.7,Gouda,Zuid-Holland,Netherlands,
51.85,4.4,Bergen op Zoom,Noord-Brabant,Netherlands,
51.817,3.867,Middelburg,Zeeland,Netherlands,
52.183,4.417,Capelle aan den IJssel,Zuid-Holland,Netherlands,
52.17,4.429,Katwijk,Zuid-Holland,Netherlands,
51.817,5.867,Ede,Gelderland,Netherlands,
52.25,5.617,Veenendaal,Utrecht,Netherlands,
52.233,5.967,Barneveld,Gelderland,Netherlands,
52.083,5.45,Zeist,Utrecht,Netherlands,
52.217,5.033,Nieuwegein,Utrecht,Netherlands,
51.95,5.233,’s-Hertogenbosch,Noord-Brabant,Netherlands,
51.917,5.433,Houten,Utrecht,Netherlands,
52.3,5.033,Woerden,Utrecht,Netherlands,
52.133,5.583,Rheden,Gelderland,Netherlands,
52.067,5.883,Kleve,North Rhine-Westphalia,Germany,
51.967,6.283,Zutphen,Gelderland,Netherlands,
52.267,6.9,Gronau,North Rhine-Westphalia,Germany,
52.35,6.85,Ahaus,North Rhine-Westphalia,Germany,
52.15,6.3,Zevenaar,Gelderland,Netherlands,
52.267,6.267,Duiven,Gelderland,Netherlands,
52.233,6.5,Oldenzaal,Overijssel,Netherlands,
52.017,6.633,Borken,North Rhine-Westphalia,Germany,
51.533,3.9,Vlissingen,Zeeland,Netherlands,
51.7,3.7,Hellevoetsluis,Zuid-Holland,Netherlands,
51.433,3.817,Sint-Niklaas,Flanders,Belgium,
51.533,4.217,Antwerp,Flanders,Belgium,
51.283,3.75,Bruges,Flanders,Belgium,
51.35,3.55,Goes,Zeeland,Netherlands,
51.25,4.067,Mechelen,Flanders,Belgium,
51.467,4.667,Oosterhout,Noord-Brabant,Netherlands,
51.433,5.15,Eindhoven,Noord-Brabant,Netherlands,
51.633,4.833,Ridderkerk,Zuid-Holland,Netherlands,
51.517,4.883,Veldhoven,Noord-Brabant,Netherlands,
51.783,5.05,Zwijndrecht,Zuid-Holland,Netherlands,
51.433,4.317,Beveren,Flanders,Belgium,
51.667,4.533,Etten-Leur,Noord-Brabant,Netherlands,
51.4,6.017,Roermond,Limburg,Netherlands,
51.483,5.617,Venray,Limburg,Netherlands,
51.35,6.183,Neuss,North Rhine-Westphalia,Germany,
51.717,5.417,Tiel,Gelderland,Netherlands,
51.4,5.7,Uden,Noord-Brabant,Netherlands,
51.65,5.483,Wijchen,Gelderland,Netherlands,
51.45,5.417,Veghel,Noord-Brabant,Netherlands,
50.85,5.833,Maastricht,Limburg,Netherlands,
50.9,6.017,Stolberg,North Rhine-Westphalia,Germany,
51.083,5.917,Eschweiler,North Rhine-Westphalia,Germany,
53.24,4.921,,,,
51.448,4.342,Wilrijk,Flanders,Belgium,
51.467,3.767,Knokke-Heist,Flanders,Belgium,
52.267,4.767,IJmuiden,Noord-Holland,Netherlands,
51.917,6.567,Goch,North Rhine-Westphalia,Germany,
52.267,4.983,Noordwijk,Zuid-Holland,Netherlands,
53.05,5.817,Franeker,Fryslân,Netherlands,
52.35,6.667,Lonneker,Overijssel,Netherlands,
52.0,5.467,Huizen,Noord-Holland,Netherlands,
51.75,5.217,Gorinchem,Zuid-Holland,Netherlands,
53.383,6.133,Dokkum,Fryslân,Netherlands,
51.633,4.133,Maassluis,Zuid-Holland,Netherlands,
52.0,5.933,Leusden,Utrecht,Netherlands,
53.0,6.6,Borger,Drenthe,Netherlands,
52.467,4.733,Beverwijk,Noord-Holland,Netherlands,
51.867,4.533,Leidschendam,Zuid-Holland,Netherlands,
52.167,5.967,Ermelo,Gelderland,Netherlands,
52.0,4.933,Maarssen,Utrecht,Netherlands,
52.683,4.683,Heemskerk,Noord-Holland,Netherlands,
51.5,4.25,Schoten,Flanders,Belgium,
51.983,4.5,Teijlingen,Zuid-Holland,Netherlands,
52.45,5.683,Putten,Gelderland,Netherlands,
51.333,3.683,Lokeren,Flanders,Belgium,
52.733,5.95,Oldebroek,Gelderland,Netherlands,
52.1,6.533,Winterswijk,Gelderland,Netherlands,
52.083,4.683,IJsselstein,Utrecht,Netherlands,
51.583,5.333,Deurne,Noord-Brabant,Netherlands,
51.4,3.55,Maldegem,Flanders,Belgium,
51.9,4.15,Hendrik-Ido-Ambacht,Zuid-Holland,Netherlands,
51.733,3.883,Oud-Beijerland,Zuid-Holland,Netherlands,
51.05,5.8,Hasselt,Flanders,Belgium,
51.367,3.4,Oostkamp,Flanders,Belgium,
52.85,4.7,Castricum,Noord-Holland,Netherlands,
51.683,4.983,Rosmalen,Noord-Brabant,Netherlands,
52.55,4.65,Aalsmeer,Noord-Holland,Netherlands,
52.883,4.933,Bergen,Noord-Holland,Netherlands,
52.017,4.367,Krimpen aan den IJssel,Zuid-Holland,Netherlands,
51.717,4.3,Drimmelen,Noord-Brabant,Netherlands,
53.05,4.8,Langedijk,Noord-Holland,Netherlands,
52.383,7.033,Steinfurt,North Rhine-Westphalia,Germany,
51.45,5.767,Nettetal,North Rhine-Westphalia,Germany,
52.267,6.217,Borne,Overijssel,Netherlands,
53.317,5.983,Ulrum,Groningen,Netherlands,
52.05,5.333,Bussum,Noord-Holland,Netherlands,
53.117,6.1,Bolsward,Fryslân,Netherlands,
52.55,5.85,Zeewolde,Flevoland,Netherlands,
51.967,6.017,Boxmeer,Noord-Brabant,Netherlands,
52.817,6.417,Staphorst,Overijssel,Netherlands,
52.517,5.05,Diemen,Noord-Holland,Netherlands,
52.283,5.283,Culemborg,Gelderland,Netherlands,
53.367,6.467,Oosterbroek,Drenthe,Netherlands,
52.117,6.067,Beuningen,Gelderland,Netherlands,
53.133,5.95,Smilde,Drenthe,Netherlands,
51.35,5.25,Mol,Flanders,Belgium,
52.283,5.783,Rhenen,Utrecht,Netherlands,
52.783,6.883,Wietmarschen,Lower Saxony,Germany,
52.2,6.917,Coesfeld,North Rhine-Westphalia,Germany,
52.35,6.0,Den Ham,Overijssel,Netherlands,
50.767,5.9,Liège,Wallonia,Belgium,
53.283,6.45,Vries,Drenthe,Netherlands,
53.367,6.15,Ten Boer,Groningen,Netherlands,
53.2,7.1,Rhaude,Lower Saxony,Germany,
53.4,5.3,Formerum,Frisia,Netherlands,Terschelling
52.85,6.2,IJsselmuiden,Overijssel,Netherlands,
51.867,5.267,Boxtel,Noord-Brabant,Netherlands,
51.55,5.683,Venlo,Limburg,Netherlands,
51.867,6.35,Geldern,North Rhine-Westphalia,Germany,
51.65,5.15,Valkenswaard,Noord-Brabant,Netherlands,
53.033,6.85,Weener,Lower Saxony,Germany,
52.717,6.067,Urk,Flevoland,Netherlands,
51.55,4.75,Brecht,Flanders,Belgium,
51.817,3.967,Poortugaal,Zuid-Holland,Netherlands,
51.833,4.983,Heesch,Noord-Brabant,Netherlands,
53.0,6.067,Steenwijkerwold,Overijssel,Netherlands,
52.017,4.717,Heemstede,Noord-Holland,Netherlands,
52.133,5.417,Zaltbommel,Gelderland,Netherlands,
52.367,5.617,Naarden,Noord-Holland,Netherlands,
53.183,5.433,Midlum,Frisia,Netherlands,Harlingen
52.15,5.733,Druten,Gelderland,Netherlands,
52.967,5.6,Wervershoof,Noord-Holland,Netherlands,
52.35,4.633,Leiderdorp,Zuid-Holland,Netherlands,
51.283,5.9,Sittard,Limburg,Netherlands,
52.6,4.733,Heiloo,Noord-Holland,Netherlands,
52.383,6.45,Tubbergen,Overijssel,Netherlands,
51.833,4.65,Werkendam,Noord-Brabant,Netherlands,
52.067,6.3,Aalten,Gelderland,Netherlands,
52.267,6.767,Vreden,North Rhine-Westphalia,Germany,
53.183,5.5,Herbaijum,Frisia,Netherlands,Waadhoeke
51.883,6.1,Kevelaer,North Rhine-Westphalia,Germany,
51.767,5.833,Sint-Michielsgestel,Noord-Brabant,Netherlands,
53.433,5.633,Hollum,Frisia,Netherlands,Ameland
52.3,6.467,Losser,Overijssel,Netherlands,
52.0,4.25,Wassenaar,Zuid-Holland,Netherlands,
52.683,5.167,Edam,Noord-Holland,Netherlands,
52.733,4.967,Harenkarspel,Noord-Holland,Netherlands,
52.367,5.7,Gorssel,Gelderland,Netherlands,
51.483,5.883,Kempen,North Rhine-Westphalia,Germany,
52.967,5.817,Havelte,Drenthe,Netherlands,
51.483,3.95,Kapellen,Flanders,Belgium,
51.383,4.033,Temse,Flanders,Belgium,
52.783,4.9,Uitgeest,Noord-Holland,Netherlands,
53.283,6.133,Norg,Drenthe,Netherlands,
52.183,5.833,Bemmel,Gelderland,Netherlands,
53.067,5.333,Andijk,Noord-Holland,Netherlands,
51.567,3.833,Woensdrecht,Noord-Brabant,Netherlands,
51.433,4.1,Mortsel,Flanders,Belgium,
52.867,5.1,Opmeer,Noord-Holland,Netherlands,
52.783,5.85,Hattem,Gelderland,Netherlands,
52.917,6.533,Oude Pekela,Groningen,Netherlands,
52.25,5.2,Oud-Zuilen,Utrecht,Netherlands,
51.333,5.533,Mechelen-aan-de-Maas,Flanders,Belgium,
52.0,6.567,Hamminkeln,North Rhine-Westphalia,Germany,
52.35,4.75,Oegstgeest,Zuid-Holland,Netherlands,
52.267,4.55,Nieuwerkerk aan den IJssel,Zuid-Holland,Netherlands,
52.15,6.383,Wisch,Gelderland,Netherlands,
52.083,5.6,Elst,Gelderland,Netherlands,
51.3,5.583,Geldrop,Noord-Brabant,Netherlands,
51.967,4.25,Sliedrecht,Zuid-Holland,Netherlands,
53.15,6.283,Sappemeer,Groningen,Netherlands,
51.817,5.567,Oisterwijk,Noord-Brabant,Netherlands,
51.483,3.6,Eeklo,Flanders,Belgium,
53.317,6.617,Rolde,Drenthe,Netherlands,
51.683,5.8,Cuijk,Noord-Brabant,Netherlands,
52.617,5.717,Doornspijk,Gelderland,Netherlands,
53.45,5.767,Nes,Frisia,Netherlands,Ameland
53.217,6.35,Gieten,Drenthe,Netherlands,
52.967,6.95,Twist,Lower Saxony,Germany,
51.833,4.117,Middelharnis,Zuid-Holland,Netherlands,
51.767,4.933,Dongen,Noord-Brabant,Netherlands,
53.25,6.983,Bunde,Lower Saxony,Germany,
52.233,5.467,Bunnik,Utrecht,Netherlands,
50.767,5.817,Seraing,Wallonia,Belgium,
51.7,3.967,Rozenburg,Zuid-Holland,Netherlands,
52.683,4.883,Wormer,Noord-Holland,Netherlands,
51.5,5.333,Goirle,Noord-Brabant,Netherlands,
52.383,5.917,Diepenveen,Overijssel,Netherlands,
52.9,6.05,Nieuwleusen,Overijssel,Netherlands,
53.15,6.667,Bellingwolde,Groningen,Netherlands,
50.8,5.717,Alsdorf,North Rhine-Westphalia,Germany,
53.3,5.083,Oost-Vlieland,Frisia,Netherlands,Vlieland
52.017,5.833,Groesbeek,Gelderland,Netherlands,
51.767,5.533,Schijndel,Noord-Brabant,Netherlands,
52.867,5.5,Wognum,Noord-Holland,Netherlands,
52.4,4.6,Bodegraven,Zuid-Holland,Netherlands,
52.517,4.95,Zandvoort,Noord-Holland,Netherlands,
52.083,6.717,Stadtlohn,North Rhine-Westphalia,Germany,
52.567,6.567,Vriezenveen,Overijssel,Netherlands,
51.417,4.183,Ekeren,Flanders,Belgium,
51.467,3.617,Assebroek,Flanders,Belgium,
53.433,6.783,Hinte,Lower Saxony,Germany,
52.617,6.183,Olst,Overijssel,Netherlands,
52.717,6.233,Hasselt,Overijssel,Netherlands,
53.167,6.733,Nieuwe Pekela,Groningen,Netherlands,
52.783,4.8,Monnickendam,Noord-Holland,Netherlands,
53.483,6.183,Hoogkerk,Groningen,Netherlands,
50.933,5.867,Herzogenrath,North Rhine-Westphalia,Germany,
50.983,5.983,Kerkrade,Limburg,Netherlands,
52.683,6.9,Neuenhaus,Lower Saxony,Germany,
51.65,6.083,Kamp-Lintfort,North Rhine-Westphalia,Germany,
53.117,5.65,Easterlittens,Frisia,Netherlands,Leeuwarden
53.033,5.633,Sneek,Frisia,Netherlands,Súdwest-Fryslân
52.167,5.317,Leerdam,Zuid-Holland,Netherlands,
52.25,5.4,Breukelen,Utrecht,Netherlands,
51.633,5.883,Beek en Donk,Noord-Brabant,Netherlands,
51.267,3.5,Deinze,Flanders,Belgium,
51.583,4.017,Kapelle,Zeeland,Netherlands,
51.583,4.333,Zundert,Noord-Brabant,Netherlands,
52.667,6.683,Weerselo,Overijssel,Netherlands,
50.967,5.75,Heinsberg,North Rhine-Westphalia,Germany,
51.183,5.717,Hückelhoven,North Rhine-Westphalia,Germany,
51.767,4.583,Loon op Zand,Noord-Brabant,Netherlands,
51.3,3.867,Dendermonde,Flanders,Belgium,
51.567,5.133,Geertruidenberg,Noord-Brabant,Netherlands,
52.4,6.783,Ochtrup,North Rhine-Westphalia,Germany,
50.85,5.917,Erkelenz,North Rhine-Westphalia,Germany,
53.4,6.667,Borkum,Lower Saxony,Germany,
50.783,6.0,Herstal,Wallonia,Belgium,
52.283,5.967,Huissen,Gelderland,Netherlands,
53.1,6.833,Dörpen,Lower Saxony,Germany,
52.033,5.6,Didam,Gelderland,Netherlands,
53.05,6.4,Ruinen,Drenthe,Netherlands,
51.517,6.0,Xanten,North Rhine-Westphalia,Germany,
52.533,6.35,Goor,Overijssel,Netherlands,
52.083,5.0,Hardinxveld-Giessendam,Zuid-Holland,Netherlands,
52.133,4.433,Kralingse Veer,Zuid-Holland,Netherlands,
52.183,5.617,Westervoort,Gelderland,Netherlands,
52.45,6.567,Eibergen,Gelderland,Netherlands,
51.583,3.583,Zierikzee,Zeeland,Netherlands,
51.967,5.65,Gennep,Limburg,Netherlands,
52.433,6.083,Holten,Overijssel,Netherlands,
51.25,5.7,Geleen,Limburg,Netherlands,
52.583,4.9,Oostzaan,Noord-Holland,Netherlands,
51.533,3.45,Sint-Kruis,Flanders,Belgium,
51.967,5.317,Drunen,Noord-Brabant,Netherlands,
53.133,7.05,Ostrhauderfehn,Lower Saxony,Germany,
51.533,3.733,Halsteren,Noord-Brabant,Netherlands,
53.267,6.717,Peize,Drenthe,Netherlands,
51.917,6.733,Marl,North Rhine-Westphalia,Germany,
52.417,4.833,Sassenheim,Zuid-Holland,Netherlands,
51.8,5.267,Oirschot,Noord-Brabant,Netherlands,
52.383,5.367,Woudenberg,Utrecht,Netherlands,
52.3,5.417,Mijdrecht,Utrecht,Netherlands,
52.133,4.833,Boskoop,Zuid-Holland,Netherlands,
51.933,5.717,Heumen,Gelderland,Netherlands,
52.067,4.533,Rijnsburg,Zuid-Holland,Netherlands,
52.533,6.133,Heino,Overijssel,Netherlands,
54.326,2.936,,,,
53.269,3.628,,,,
55.399,3.81,,,,
54.117,4.012,,,,
53.614,4.96,,,,
53.492,5.942,Buren,Frisia,Netherlands,Ameland
53.824,2.945,,,,
52.918,4.15,Anna Paulowna,Noord-Holland,Netherlands,
53.218,3.22,,,,
51.926,3.67,Hoek van Holland,Zuid-Holland,Netherlands,
51.998,3.275,Oostvoorne,Zuid-Holland,Netherlands,
51.981,5.622,Valburg,Gelderland,Netherlands,
52.927,4.781,Oudorp,Noord-Holland,Netherlands,
53.123,6.584,Eelde,Drenthe,Netherlands,Tynaarlo
52.702,5.888,Marknesse,Flevoland,Netherlands,Noordoostpolder
53.412,6.199,Lauwersoog,Groningen,Netherlands,Het Hogeland
52.505,4.603,Ter Aar,Zuid-Holland,Netherlands,
51.969,4.926,Vlijmen,Noord-Brabant,Netherlands,
51.658,5.707,Someren,Noord-Brabant,Netherlands,
52.643,4.979,Assendelft,Noord-Holland,Netherlands,
52.434,6.259,Borculo,Gelderland,Netherlands,
52.068,6.657,Rhede,North Rhine-Westphalia,Germany,
51.497,6.196,Moers,North Rhine-Westphalia,Germany,
51.858,5.145,Sint-Oedenrode,Noord-Brabant,Netherlands,
53.194,7.149,Mittegroßefehn,Lower Saxony,Germany,
52.316,4.79,Lopik,Utrecht,Netherlands,
53.391,5.346,Hoorn,Frisia,Netherlands,Terschelling
52.897,5.383,Venhuizen,Noord-Holland,Netherlands,
52.457,5.519,Blaricum,Noord-Holland,Netherlands,
51.961,4.447,Zevenbergen,Noord-Brabant,Netherlands,
51.565,4.935,Hoogstraten,Flanders,Belgium,
51.197,5.762,Landgraaf,Limburg,Netherlands,
51.991,4.122,Bergschenhoek,Zuid-Holland,Netherlands,
53.223,5.752,Leeuwarden,Frisia,Netherlands,Leeuwarden
52.055,5.872,Bedburg,North Rhine-Westphalia,Germany,
52.749,6.573,Schoonebeek,Drenthe,Netherlands,
51.449,5.377,Balen,Flanders,Belgium,
52.273,6.891,Lichtenvoorde,Gelderland,Netherlands,
51.224,3.861,Aalst,Flanders,Belgium,
52.139,4.436,Reeuwijk,Zuid-Holland,Netherlands,
53.257,4.973,,,,
52.886,5.358,Obdam,Noord-Holland,Netherlands,
53.221,5.754,Leeuwarden,Frisia,Netherlands,Leeuwarden
52.493,4.614,Abcoude,Utrecht,Netherlands,
52.704,5.89,Marknesse,Flevoland,Netherlands,Noordoostpolder
52.437,6.263,Vorden,Gelderland,Netherlands,
52.453,5.528,Laren,Noord-Holland,Netherlands,
51.985,4.148,Hazerswoude-Dorp,Zuid-Holland,Netherlands,
51.896,4.616,Raamsdonk,Noord-Brabant,Netherlands,
52.068,6.64,Gescher,North Rhine-Westphalia,Germany,
51.823,5.152,Hilvarenbeek,Noord-Brabant,Netherlands,
51.568,4.933,Wuustwezel,Flanders,Belgium,
51.658,5.706,Waalre,Noord-Brabant,Netherlands,
51.483,6.184,Dinslaken,North Rhine-Westphalia,Germany,
51.417,5.48,Cranendonck,Noord-Brabant,Netherlands,
51.283,6.017,Willich,North Rhine-Westphalia,Germany,
52.367,3.35,,,,
54.854,4.728,,,,
52.933,4.75,Schoorl,Noord-Holland,Netherlands,
52.099,5.179,Neerijnen,Gelderland,Netherlands,
53.117,6.583,Yde,Drenthe,Netherlands,Tynaarlo
51.45,3.6,Zelzate,Flanders,Belgium,
50.905,5.762,Würselen,North Rhine-Westphalia,Germany,
69.654,18.928,Tromsø,Troms,Norway,
58.383,8.792,Arendal,Aust-Agder,Norway,
60.388,11.56,Eidsvoll,Akershus,Norway,
59.3,4.883,Haugesund,Rogaland,Norway,
60.383,5.333,Bergen,Hordaland,Norway,
66.817,13.983,Mesøy,Nordland,Norway,
70.367,31.1,Vardø,Finnmark,Norway,Østervågen
74.517,19.017,,,,
58.215,7.891,Kristiansand,Vest-Agder,Norway,
60.646,6.223,Voss,Hordaland,Norway,
59.122,11.388,Fredrikstad,Østfold,Norway,
68.15,14.651,Svolvær,Nordland,Norway,
67.267,14.359,Bodø,Nordland,Norway,
59.027,10.53,Sandefjord,Vestfold,Norway,
76.5,25.067,,,,
58.067,8.051,Kosvik,Vest-Agder,Norway,
59.308,4.878,Tysvær,Rogaland,Norway,
70.367,31.084,Vadsø,Finnmark,Norway,
69.463,25.502,Karasjok,Finnmark,Norway,
60.567,9.133,,,,
69.579,23.534,Alta,Finnmark,Norway,
69.059,18.54,Balsfjord,Troms,Norway,
